class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33,x34,y34,z34,v34,x35,y35,z35,v35,x36,y36,z36,v36,x37,y37,z37,v37,x38,y38,z38,v38,x39,y39,z39,v39,x40,y40,z40,v40,x41,y41,z41,v41,x42,y42,z42,v42
good,0.2647356390953064,0.849889874458313,-1.8004988078246242e-07,0.0,0.2876037359237671,0.7219383120536804,-0.005084580276161432,0.0,0.3462696373462677,0.6442809104919434,-0.021824998781085014,0.0,0.40406307578086853,0.6449111104011536,-0.037464190274477005,0.0,0.4414812922477722,0.684802234172821,-0.0523475706577301,0.0,0.38427966833114624,0.6276423335075378,-0.0512675940990448,0.0,0.44596946239471436,0.6798123121261597,-0.07262527942657471,0.0,0.4330524802207947,0.7058559060096741,-0.08205962181091309,0.0,0.40633705258369446,0.6969872117042542,-0.08830896019935608,0.0,0.3831164538860321,0.7061618566513062,-0.061542097479104996,0.0,0.4635252058506012,0.7629693746566772,-0.07813030481338501,0.0,0.4427536129951477,0.7780846953392029,-0.07603440433740616,0.0,0.41181421279907227,0.7708451747894287,-0.07678129523992538,0.0,0.3798973262310028,0.7890825271606445,-0.06969790160655975,0.0,0.460360050201416,0.8336139917373657,-0.077806256711483,0.0,0.43768811225891113,0.840872585773468,-0.06379414349794388,0.0,0.40845513343811035,0.8324227929115295,-0.05672167241573334,0.0,0.37093108892440796,0.8680902123451233,-0.07874640077352524,0.0,0.4419020116329193,0.8973438739776611,-0.07869003713130951,0.0,0.42462483048439026,0.8958154320716858,-0.06538897007703781,0.0,0.400027334690094,0.8803540468215942,-0.05739305913448334,0.0,0.808577835559845,0.715183675289154,-3.041065212983085e-07,0.0,0.7988083958625793,0.5790561437606812,0.00044428292312659323,0.0,0.7578104734420776,0.43689703941345215,-0.008657832629978657,0.0,0.7214911580085754,0.3387104868888855,-0.01708414778113365,0.0,0.7033431529998779,0.25661399960517883,-0.02603386528789997,0.0,0.7288409471511841,0.46190422773361206,-0.041426658630371094,0.0,0.6429142951965332,0.4606870114803314,-0.056022658944129944,0.0,0.6644999980926514,0.48351213335990906,-0.058523811399936676,0.0,0.6948152184486389,0.48577186465263367,-0.058266352862119675,0.0,0.7197558283805847,0.5448159575462341,-0.04975544288754463,0.0,0.6285639405250549,0.5301018953323364,-0.0589819997549057,0.0,0.6534979939460754,0.5474361777305603,-0.05105753615498543,0.0,0.6847420930862427,0.5542274117469788,-0.04765976592898369,0.0,0.7132269740104675,0.6268713474273682,-0.05577681586146355,0.0,0.6290554404258728,0.5990385413169861,-0.06403494626283646,0.0,0.6548109650611877,0.613411009311676,-0.047294508665800095,0.0,0.6852721571922302,0.6219543814659119,-0.03765248507261276,0.0,0.7083869576454163,0.704914391040802,-0.06084170192480087,0.0,0.6408922076225281,0.6699795722961426,-0.06806647032499313,0.0,0.6623833775520325,0.6771982312202454,-0.05470535531640053,0.0,0.6896743774414062,0.6864688396453857,-0.04463129863142967,0.0
good,0.25993913412094116,0.7030353546142578,-4.263399091541942e-07,0.0,0.27904626727104187,0.6035906672477722,-0.008614679798483849,0.0,0.32998767495155334,0.4800634980201721,-0.021153509616851807,0.0,0.3627192974090576,0.38867515325546265,-0.03295116126537323,0.0,0.3635235130786896,0.309298038482666,-0.041060224175453186,0.0,0.3424121141433716,0.47745659947395325,-0.04189448431134224,0.0,0.43797576427459717,0.5093868374824524,-0.06993447989225388,0.0,0.41661372780799866,0.5412737727165222,-0.07940652221441269,0.0,0.3851012587547302,0.5411683917045593,-0.08201375603675842,0.0,0.3442996144294739,0.5460593104362488,-0.049473442137241364,0.0,0.44164466857910156,0.5753720998764038,-0.06863073259592056,0.0,0.4152512550354004,0.6006022095680237,-0.06262946128845215,0.0,0.38482046127319336,0.5976862907409668,-0.05884512513875961,0.0,0.3488275408744812,0.6203026175498962,-0.05753816291689873,0.0,0.4387807548046112,0.6383928060531616,-0.07095115631818771,0.0,0.41256260871887207,0.6588190197944641,-0.05352034419775009,0.0,0.38367727398872375,0.6571192741394043,-0.042587604373693466,0.0,0.3548542857170105,0.6953386664390564,-0.06625888496637344,0.0,0.43015074729919434,0.6983680725097656,-0.06933670490980148,0.0,0.40624937415122986,0.7134203910827637,-0.054123710840940475,0.0,0.3770635426044464,0.7115432024002075,-0.04439567029476166,0.0,0.8101310729980469,0.7045754790306091,-2.622278714170534e-07,0.0,0.7989369630813599,0.5741890668869019,0.0011317430762574077,0.0,0.7592710852622986,0.434390664100647,-0.006660092156380415,0.0,0.725415825843811,0.33673277497291565,-0.014088204130530357,0.0,0.7059671878814697,0.25943824648857117,-0.022150414064526558,0.0,0.7278258204460144,0.4539514183998108,-0.035442087799310684,0.0,0.6456398367881775,0.454143226146698,-0.04913739860057831,0.0,0.6635165214538574,0.4806322157382965,-0.05232436582446098,0.0,0.6928077340126038,0.4830884635448456,-0.0524633452296257,0.0,0.7186571359634399,0.5355374813079834,-0.04363911226391792,0.0,0.6312301754951477,0.520717442035675,-0.05261823907494545,0.0,0.6535052061080933,0.5432826280593872,-0.04569515958428383,0.0,0.6853287220001221,0.5506221055984497,-0.042204175144433975,0.0,0.7123461365699768,0.6168547868728638,-0.04989088699221611,0.0,0.6318014860153198,0.5916969180107117,-0.057940877974033356,0.0,0.6553016304969788,0.6091116070747375,-0.04227089136838913,0.0,0.685847282409668,0.6164403557777405,-0.03272641822695732,0.0,0.7078894972801208,0.694148063659668,-0.05519748479127884,0.0,0.6435825824737549,0.6604718565940857,-0.06153720244765282,0.0,0.6637611985206604,0.6718782186508179,-0.04815183952450752,0.0,0.6904919743537903,0.681750476360321,-0.03780420497059822,0.0
good,0.27109867334365845,0.6738659143447876,-3.6324985330793425e-07,0.0,0.2786053717136383,0.5660089254379272,-0.008664042688906193,0.0,0.32114115357398987,0.43327590823173523,-0.02059474214911461,0.0,0.3499957323074341,0.34009504318237305,-0.0316004604101181,0.0,0.3481653332710266,0.26080161333084106,-0.039253510534763336,0.0,0.34087178111076355,0.4280347526073456,-0.04292992129921913,0.0,0.4335348308086395,0.45389124751091003,-0.0668475478887558,0.0,0.41746586561203003,0.4913463592529297,-0.07386618852615356,0.0,0.38895881175994873,0.49788782000541687,-0.07590658217668533,0.0,0.34604984521865845,0.4999349117279053,-0.050312504172325134,0.0,0.4427017569541931,0.5256161689758301,-0.06530443578958511,0.0,0.41867896914482117,0.5542553067207336,-0.05819275975227356,0.0,0.38699057698249817,0.5527359843254089,-0.05486064404249191,0.0,0.3522340953350067,0.5793267488479614,-0.05775734782218933,0.0,0.4413730800151825,0.593966543674469,-0.06892559677362442,0.0,0.416143536567688,0.6153513193130493,-0.05302151292562485,0.0,0.38623303174972534,0.6126014590263367,-0.04392600059509277,0.0,0.3583385646343231,0.6558813452720642,-0.06561891734600067,0.0,0.434952974319458,0.6539308428764343,-0.06822539120912552,0.0,0.41478437185287476,0.6664425730705261,-0.05388922989368439,0.0,0.38613179326057434,0.6657989025115967,-0.04506590962409973,0.0,0.8090940713882446,0.7055163383483887,-2.5329535446871887e-07,0.0,0.7991595268249512,0.5739852786064148,-0.00025030699907802045,0.0,0.7594435811042786,0.4356745183467865,-0.007789967581629753,0.0,0.7242202758789062,0.3377419710159302,-0.01448490098118782,0.0,0.7065614461898804,0.2586631774902344,-0.021619901061058044,0.0,0.7251716256141663,0.45800596475601196,-0.03456179425120354,0.0,0.6444494724273682,0.45743775367736816,-0.0466589629650116,0.0,0.662448525428772,0.48338526487350464,-0.048787672072649,0.0,0.6914103627204895,0.4852791428565979,-0.048564180731773376,0.0,0.715610146522522,0.5368239879608154,-0.04121429845690727,0.0,0.6301605701446533,0.5230839848518372,-0.04852001368999481,0.0,0.6522782444953918,0.5448028445243835,-0.04115462303161621,0.0,0.6829553842544556,0.5511333346366882,-0.037686754018068314,0.0,0.709179162979126,0.6165074110031128,-0.04596970975399017,0.0,0.630926251411438,0.5920500159263611,-0.05269323289394379,0.0,0.6543441414833069,0.6085439324378967,-0.03700556978583336,0.0,0.6840448975563049,0.6159905195236206,-0.027741920202970505,0.0,0.7048904299736023,0.6933131217956543,-0.049966175109148026,0.0,0.6433877944946289,0.6621976494789124,-0.05569455772638321,0.0,0.6626403331756592,0.670755922794342,-0.04294480383396149,0.0,0.6878830790519714,0.6791425347328186,-0.033164266496896744,0.0
good,0.2809024751186371,0.6978499293327332,-2.4399949438702606e-07,0.0,0.28932154178619385,0.5811057090759277,-0.005960746202617884,0.0,0.33073124289512634,0.44828853011131287,-0.01682252436876297,0.0,0.3595485985279083,0.3530833423137665,-0.027174487709999084,0.0,0.35638245940208435,0.2740336060523987,-0.034454021602869034,0.0,0.3511491119861603,0.43838176131248474,-0.03884801268577576,0.0,0.4425026476383209,0.4660608768463135,-0.05964042991399765,0.0,0.43047353625297546,0.5053939819335938,-0.06546948850154877,0.0,0.40399885177612305,0.5156130790710449,-0.06718222796916962,0.0,0.3568720817565918,0.5076163411140442,-0.04703877493739128,0.0,0.4508887827396393,0.5331618785858154,-0.06007593497633934,0.0,0.42943307757377625,0.5683900117874146,-0.05327503755688667,0.0,0.3997648060321808,0.5712816715240479,-0.049945563077926636,0.0,0.363646000623703,0.5871433019638062,-0.054715629667043686,0.0,0.45234090089797974,0.6013614535331726,-0.06407129764556885,0.0,0.42878609895706177,0.6264371275901794,-0.048378925770521164,0.0,0.3989618718624115,0.6256685853004456,-0.039324838668107986,0.0,0.37013596296310425,0.6652542948722839,-0.06251585483551025,0.0,0.4461060166358948,0.6661586165428162,-0.06444596499204636,0.0,0.42700356245040894,0.6782673597335815,-0.050210434943437576,0.0,0.39812561869621277,0.6760998964309692,-0.04101569950580597,0.0,0.8054832220077515,0.7096875309944153,-2.1808443761983654e-07,0.0,0.7960177659988403,0.5771268606185913,-0.00013473047874867916,0.0,0.7564676403999329,0.4407074451446533,-0.007209773641079664,0.0,0.720470130443573,0.34335774183273315,-0.013573111966252327,0.0,0.7021991610527039,0.26519620418548584,-0.020466234534978867,0.0,0.7182587385177612,0.4620683789253235,-0.03181629627943039,0.0,0.6401699781417847,0.4620174169540405,-0.04331187158823013,0.0,0.6589471697807312,0.48657265305519104,-0.0461919941008091,0.0,0.6873854994773865,0.4885435104370117,-0.04656488075852394,0.0,0.707104504108429,0.5426619648933411,-0.038154520094394684,0.0,0.6273362040519714,0.5272447466850281,-0.044065140187740326,0.0,0.6500255465507507,0.5490729808807373,-0.037616465240716934,0.0,0.6797248125076294,0.5568827390670776,-0.034957967698574066,0.0,0.699675977230072,0.6232763528823853,-0.042632974684238434,0.0,0.6286135911941528,0.5969614386558533,-0.04798926040530205,0.0,0.6515743732452393,0.6138308644294739,-0.03332841768860817,0.0,0.6799425482749939,0.6225507259368896,-0.025005893781781197,0.0,0.6948567628860474,0.7004282474517822,-0.04634946584701538,0.0,0.6386776566505432,0.6646820902824402,-0.050490815192461014,0.0,0.6581671833992004,0.6760480403900146,-0.03734512999653816,0.0,0.6825724244117737,0.6868036389350891,-0.027376003563404083,0.0
good,0.28432512283325195,0.7030295133590698,-2.7239960331826296e-07,0.0,0.2919069528579712,0.5856956243515015,-0.00587095320224762,0.0,0.33446210622787476,0.45206940174102783,-0.01602431945502758,0.0,0.3663886487483978,0.35617193579673767,-0.02575579658150673,0.0,0.3664851784706116,0.27418139576911926,-0.0322815477848053,0.0,0.3551037311553955,0.4375251829624176,-0.03732908517122269,0.0,0.44800901412963867,0.4676240086555481,-0.05869334563612938,0.0,0.43459099531173706,0.504855215549469,-0.06490118056535721,0.0,0.4079659879207611,0.5114313364028931,-0.0669616162776947,0.0,0.360505074262619,0.5070418119430542,-0.04603032022714615,0.0,0.45641642808914185,0.5360908508300781,-0.05900191143155098,0.0,0.4337112009525299,0.5686689019203186,-0.05199147388339043,0.0,0.40408897399902344,0.5691272020339966,-0.04894835501909256,0.0,0.3664158582687378,0.5864930748939514,-0.0546371191740036,0.0,0.4548751413822174,0.6034239530563354,-0.06422892212867737,0.0,0.43027621507644653,0.6263935565948486,-0.049121856689453125,0.0,0.4012402594089508,0.623289942741394,-0.04085158929228783,0.0,0.372981995344162,0.6641462445259094,-0.06348615884780884,0.0,0.44833865761756897,0.6651628017425537,-0.06581508368253708,0.0,0.4267398416996002,0.6780461072921753,-0.05225636065006256,0.0,0.3975801169872284,0.6761316061019897,-0.043763596564531326,0.0,0.804538369178772,0.7114794254302979,-2.2793530263243156e-07,0.0,0.7940330505371094,0.5780882239341736,0.0001850718108471483,0.0,0.7529260516166687,0.44330647587776184,-0.0066766380332410336,0.0,0.7155488133430481,0.34635305404663086,-0.012835662811994553,0.0,0.6981106400489807,0.26718971133232117,-0.019501054659485817,0.0,0.7140122056007385,0.4628257155418396,-0.031109051778912544,0.0,0.6364215612411499,0.4665426015853882,-0.041978541761636734,0.0,0.655247151851654,0.4917469024658203,-0.04434822127223015,0.0,0.6831617951393127,0.4925048351287842,-0.04453784227371216,0.0,0.7031275629997253,0.542133092880249,-0.03726803511381149,0.0,0.6248579621315002,0.5305128693580627,-0.042346421629190445,0.0,0.6472991704940796,0.5539402365684509,-0.0353567898273468,0.0,0.6764323115348816,0.5600168108940125,-0.032436687499284744,0.0,0.6957181096076965,0.6219075918197632,-0.04152856022119522,0.0,0.6269533634185791,0.5984434485435486,-0.04604446887969971,0.0,0.6495471596717834,0.6178296804428101,-0.030892645940184593,0.0,0.6771633625030518,0.6257612705230713,-0.02245509997010231,0.0,0.6910290122032166,0.6990494728088379,-0.04506919905543327,0.0,0.6372050642967224,0.6655231714248657,-0.048277348279953,0.0,0.6571195125579834,0.6793049573898315,-0.03469819948077202,0.0,0.681027889251709,0.6897011995315552,-0.02454078383743763,0.0
good,0.2856316566467285,0.7086621522903442,-3.123006138139317e-07,0.0,0.2928772270679474,0.5897526144981384,-0.004691245499998331,0.0,0.33544042706489563,0.45634788274765015,-0.0152375353500247,0.0,0.36765551567077637,0.36060136556625366,-0.025741709396243095,0.0,0.367425799369812,0.2775988280773163,-0.032993633300065994,0.0,0.3562867343425751,0.4411777853965759,-0.039220284670591354,0.0,0.45029473304748535,0.46815353631973267,-0.061790987849235535,0.0,0.43282070755958557,0.5047051906585693,-0.06803546100854874,0.0,0.404364675283432,0.5085550546646118,-0.07004068791866302,0.0,0.3610427975654602,0.5102745890617371,-0.048929858952760696,0.0,0.45726314187049866,0.5353155732154846,-0.0628608763217926,0.0,0.4314909279346466,0.5671345591545105,-0.05504670366644859,0.0,0.4021299481391907,0.5671697854995728,-0.051461223512887955,0.0,0.3661757707595825,0.589712917804718,-0.05843453109264374,0.0,0.45543086528778076,0.6041644811630249,-0.06831415742635727,0.0,0.4294150769710541,0.6265739798545837,-0.05235670506954193,0.0,0.40076592564582825,0.623916745185852,-0.043636906892061234,0.0,0.37233030796051025,0.6680399775505066,-0.06814078986644745,0.0,0.4493911862373352,0.6679824590682983,-0.07009470462799072,0.0,0.4286676049232483,0.6790289878845215,-0.056296419352293015,0.0,0.4008834660053253,0.6763893365859985,-0.04781497269868851,0.0,0.8069852590560913,0.7076047658920288,-2.3838553886434966e-07,0.0,0.7952688932418823,0.5759983062744141,-0.0007435736479237676,0.0,0.7551396489143372,0.43782350420951843,-0.008669703267514706,0.0,0.7207486629486084,0.3388743996620178,-0.015755832195281982,0.0,0.7034912705421448,0.26089897751808167,-0.023239653557538986,0.0,0.7197823524475098,0.45888271927833557,-0.03450854495167732,0.0,0.6420922875404358,0.4625849425792694,-0.046380724757909775,0.0,0.6625807285308838,0.4872238039970398,-0.04907537251710892,0.0,0.6910170316696167,0.48715487122535706,-0.049493078142404556,0.0,0.7091880440711975,0.5404297709465027,-0.041058965027332306,0.0,0.6285058259963989,0.526446521282196,-0.047760479152202606,0.0,0.6509733200073242,0.5497032999992371,-0.041010938584804535,0.0,0.6811283826828003,0.55631422996521,-0.03806595504283905,0.0,0.7014123797416687,0.6210401058197021,-0.04567389935255051,0.0,0.6295149922370911,0.5956613421440125,-0.051300209015607834,0.0,0.652176558971405,0.6140100359916687,-0.035886500030756,0.0,0.6811702847480774,0.6221941709518433,-0.02706827223300934,0.0,0.6957525014877319,0.6980413794517517,-0.04971280321478844,0.0,0.6409946084022522,0.664068341255188,-0.05384555086493492,0.0,0.6606113910675049,0.6765324473381042,-0.04031262546777725,0.0,0.6849534511566162,0.6867631673812866,-0.030152669176459312,0.0
good,0.279320627450943,0.7046473026275635,-2.8524377171379456e-07,0.0,0.2866435647010803,0.5874433517456055,-0.00490310974419117,0.0,0.32876455783843994,0.4508242607116699,-0.014678677543997765,0.0,0.3590881824493408,0.35284674167633057,-0.024414081126451492,0.0,0.358292818069458,0.2701418995857239,-0.030875373631715775,0.0,0.34532636404037476,0.42779654264450073,-0.03640635311603546,0.0,0.4407205879688263,0.4556208550930023,-0.05777943506836891,0.0,0.4257775545120239,0.49507036805152893,-0.06385897099971771,0.0,0.39807161688804626,0.5041719079017639,-0.06581707298755646,0.0,0.3526921272277832,0.49577265977859497,-0.04593076556921005,0.0,0.4499169588088989,0.5218653082847595,-0.05923657864332199,0.0,0.4251266419887543,0.5560934543609619,-0.052192479372024536,0.0,0.39473265409469604,0.5579289197921753,-0.048801131546497345,0.0,0.3604069948196411,0.5759044289588928,-0.05526147037744522,0.0,0.45074793696403503,0.588514506816864,-0.06489045172929764,0.0,0.42442771792411804,0.6152966618537903,-0.04941190406680107,0.0,0.39474859833717346,0.6146989464759827,-0.040533583611249924,0.0,0.36872994899749756,0.6562771797180176,-0.06482872366905212,0.0,0.4463774859905243,0.6535695791244507,-0.06667596846818924,0.0,0.42666977643966675,0.6694573163986206,-0.052659668028354645,0.0,0.3986581563949585,0.6710768938064575,-0.043602146208286285,0.0,0.8057814240455627,0.7132651209831238,-2.3202663612664765e-07,0.0,0.7961146831512451,0.5814952850341797,-0.0005400181398727,0.0,0.75504469871521,0.4432380795478821,-0.008050787262618542,0.0,0.7172983288764954,0.3444935977458954,-0.014725776389241219,0.0,0.6998600363731384,0.2634996473789215,-0.02201906219124794,0.0,0.7180284857749939,0.46257004141807556,-0.032821450382471085,0.0,0.6389921307563782,0.4631030559539795,-0.0443863607943058,0.0,0.6571933627128601,0.48917558789253235,-0.046939507126808167,0.0,0.6854199767112732,0.4904155135154724,-0.04721447825431824,0.0,0.7076700925827026,0.5424588322639465,-0.03900476545095444,0.0,0.6266576647758484,0.530826210975647,-0.04489864408969879,0.0,0.6494041085243225,0.5538716912269592,-0.03774215653538704,0.0,0.679108202457428,0.5592432022094727,-0.03470620885491371,0.0,0.7006903290748596,0.6238439083099365,-0.04340565577149391,0.0,0.6270276308059692,0.5996912121772766,-0.04938709735870361,0.0,0.6512134075164795,0.6187076568603516,-0.03414315730333328,0.0,0.6805590987205505,0.6262444853782654,-0.02538095973432064,0.0,0.6962315440177917,0.7027873992919922,-0.04701641574501991,0.0,0.6388107538223267,0.6703712940216064,-0.05230073630809784,0.0,0.6595626473426819,0.6828165650367737,-0.03947879746556282,0.0,0.684856653213501,0.6925463080406189,-0.029592981562018394,0.0
good,0.2777322232723236,0.710102915763855,-3.151559440084384e-07,0.0,0.2852969169616699,0.590373158454895,-0.005564650520682335,0.0,0.3274807333946228,0.45004552602767944,-0.015413319692015648,0.0,0.35679468512535095,0.3502763509750366,-0.025026964023709297,0.0,0.35404860973358154,0.2665422260761261,-0.031338922679424286,0.0,0.3422072231769562,0.4324575960636139,-0.0366041362285614,0.0,0.43655815720558167,0.45963096618652344,-0.057908978313207626,0.0,0.41988396644592285,0.49611595273017883,-0.06431646645069122,0.0,0.39198917150497437,0.5016454458236694,-0.0669158399105072,0.0,0.347839891910553,0.5023152232170105,-0.04569685831665993,0.0,0.4464070200920105,0.5262349843978882,-0.05940121412277222,0.0,0.4209475517272949,0.5579770803451538,-0.05288391560316086,0.0,0.39095187187194824,0.5602826476097107,-0.050126947462558746,0.0,0.3547130227088928,0.5822301506996155,-0.05462466925382614,0.0,0.44759702682495117,0.5945406556129456,-0.06438712775707245,0.0,0.4223792254924774,0.6181541085243225,-0.04973606765270233,0.0,0.39346379041671753,0.6177838444709778,-0.041703708469867706,0.0,0.3630720376968384,0.6614006757736206,-0.0638079047203064,0.0,0.4419686496257782,0.658437967300415,-0.06548596173524857,0.0,0.423886239528656,0.6706946492195129,-0.052291881293058395,0.0,0.39762428402900696,0.6702911853790283,-0.044164661318063736,0.0,0.8038049340248108,0.7162235975265503,-2.676885912933358e-07,0.0,0.7926154136657715,0.5842247605323792,-0.0006264679250307381,0.0,0.7511554956436157,0.4459366798400879,-0.00868584867566824,0.0,0.7148770689964294,0.3479967713356018,-0.01608862355351448,0.0,0.6973897814750671,0.26747944951057434,-0.02388579770922661,0.0,0.7197890281677246,0.46503087878227234,-0.034877605736255646,0.0,0.6367037296295166,0.4665926694869995,-0.04908360540866852,0.0,0.6559363007545471,0.4932883381843567,-0.05322038382291794,0.0,0.6854788064956665,0.49292200803756714,-0.054248496890068054,0.0,0.7110419869422913,0.5453998446464539,-0.04185806214809418,0.0,0.6241437196731567,0.5320115089416504,-0.05080629885196686,0.0,0.6472588777542114,0.5554670095443726,-0.0443592332303524,0.0,0.6785308122634888,0.5608328580856323,-0.04124617204070091,0.0,0.7049152255058289,0.6257887482643127,-0.04714478924870491,0.0,0.6257738471031189,0.601999044418335,-0.05543244257569313,0.0,0.6501449346542358,0.6211318969726562,-0.03961540386080742,0.0,0.6806532740592957,0.6280577182769775,-0.02978828363120556,0.0,0.7006522417068481,0.7034867405891418,-0.05174078792333603,0.0,0.6383845806121826,0.6719499230384827,-0.05829431861639023,0.0,0.6585649251937866,0.6840716004371643,-0.045199330896139145,0.0,0.6849119663238525,0.6935336589813232,-0.034935757517814636,0.0
good,0.28080812096595764,0.7199780941009521,-2.97605083687813e-07,0.0,0.29495662450790405,0.6030448079109192,-0.006163462530821562,0.0,0.336453378200531,0.46318382024765015,-0.01894833706319332,0.0,0.3619811534881592,0.3640938103199005,-0.03155894577503204,0.0,0.3615730106830597,0.27820679545402527,-0.040699366480112076,0.0,0.3409423232078552,0.44352656602859497,-0.04536816105246544,0.0,0.44018158316612244,0.4660511016845703,-0.07172274589538574,0.0,0.4252527058124542,0.5077711343765259,-0.07996277511119843,0.0,0.39754700660705566,0.5182854533195496,-0.0827721580862999,0.0,0.34135228395462036,0.5164419412612915,-0.055325109511613846,0.0,0.4497736394405365,0.5363233089447021,-0.07348838448524475,0.0,0.4259021282196045,0.5705087184906006,-0.0664384737610817,0.0,0.39499515295028687,0.5755059123039246,-0.06302600353956223,0.0,0.34553301334381104,0.5980880856513977,-0.06506544351577759,0.0,0.44954535365104675,0.6042555570602417,-0.07813860476016998,0.0,0.4247751235961914,0.6290000677108765,-0.0616295225918293,0.0,0.3947775661945343,0.6309002637863159,-0.05185427889227867,0.0,0.3534319996833801,0.6786758303642273,-0.07503706216812134,0.0,0.4424886405467987,0.6700133085250854,-0.07830455154180527,0.0,0.42579030990600586,0.6803258657455444,-0.0644097626209259,0.0,0.39754799008369446,0.6800330877304077,-0.055725354701280594,0.0,0.7994186878204346,0.7140156626701355,-3.5931697084379266e-07,0.0,0.7859849333763123,0.5888928771018982,0.0016668933676555753,0.0,0.7470380663871765,0.4486517906188965,-0.009327292442321777,0.0,0.7134082913398743,0.3508360981941223,-0.020040756091475487,0.0,0.6964884400367737,0.2663732171058655,-0.03141511231660843,0.0,0.7327917218208313,0.4539889991283417,-0.04212665930390358,0.0,0.6392680406570435,0.46337074041366577,-0.06139874458312988,0.0,0.656863272190094,0.49269118905067444,-0.06623894721269608,0.0,0.6860482692718506,0.49124589562416077,-0.06669661402702332,0.0,0.7307557463645935,0.5330590009689331,-0.0523885153234005,0.0,0.6266094446182251,0.5320396423339844,-0.06667400151491165,0.0,0.6496622562408447,0.5568699836730957,-0.05901510640978813,0.0,0.6825093626976013,0.5587694644927979,-0.05451763793826103,0.0,0.727726936340332,0.6144344806671143,-0.06079595535993576,0.0,0.6296725869178772,0.6010781526565552,-0.07381866127252579,0.0,0.6547234654426575,0.6235195994377136,-0.05614162236452103,0.0,0.6871091723442078,0.6261786222457886,-0.04437573626637459,0.0,0.723114013671875,0.6938684582710266,-0.06801843643188477,0.0,0.6455237865447998,0.6716243028640747,-0.0786813497543335,0.0,0.6674149036407471,0.6858283281326294,-0.0658484622836113,0.0,0.697123110294342,0.6921075582504272,-0.05538179725408554,0.0
good,0.289972186088562,0.756714403629303,-2.430760162042134e-07,0.0,0.3213648796081543,0.6389627456665039,-0.01090873684734106,0.0,0.35460224747657776,0.4905357360839844,-0.027328697964549065,0.0,0.3647357225418091,0.38257306814193726,-0.043913744390010834,0.0,0.35547617077827454,0.29267996549606323,-0.056558750569820404,0.0,0.3185403645038605,0.45485255122184753,-0.05040672421455383,0.0,0.42511969804763794,0.47833696007728577,-0.08356279134750366,0.0,0.41002246737480164,0.5277122855186462,-0.09497568756341934,0.0,0.38077208399772644,0.5268068909645081,-0.10042687505483627,0.0,0.3089856803417206,0.5297142267227173,-0.06119685620069504,0.0,0.4300020933151245,0.5527186989784241,-0.08719310909509659,0.0,0.40674257278442383,0.5919322371482849,-0.08107895404100418,0.0,0.37390419840812683,0.5905555486679077,-0.07849695533514023,0.0,0.308261513710022,0.6142899990081787,-0.07326216250658035,0.0,0.4234064519405365,0.6314651370048523,-0.09375128149986267,0.0,0.3982152044773102,0.6610687971115112,-0.07767242193222046,0.0,0.36706361174583435,0.6588289141654968,-0.06806003302335739,0.0,0.31411170959472656,0.698500394821167,-0.08626995235681534,0.0,0.41095611453056335,0.7001821398735046,-0.09395989030599594,0.0,0.39353036880493164,0.71451735496521,-0.08262183517217636,0.0,0.36272794008255005,0.7121855020523071,-0.07663948088884354,0.0,0.7942371964454651,0.7508692741394043,-5.623842298518866e-07,0.0,0.7665152549743652,0.6288031935691833,-0.003938835579901934,0.0,0.7268702387809753,0.4880247414112091,-0.018146352842450142,0.0,0.6976209878921509,0.383893758058548,-0.0313025563955307,0.0,0.686771035194397,0.28517958521842957,-0.04412142187356949,0.0,0.7586042881011963,0.4511263370513916,-0.05629291757941246,0.0,0.6531113386154175,0.47122353315353394,-0.07949584722518921,0.0,0.664853572845459,0.5218460559844971,-0.08027602732181549,0.0,0.692317545413971,0.5306567549705505,-0.07861500978469849,0.0,0.7707191109657288,0.5256909132003784,-0.06853655725717545,0.0,0.649486780166626,0.5520352125167847,-0.09248868376016617,0.0,0.6709713935852051,0.585934579372406,-0.0837569460272789,0.0,0.7041427493095398,0.5864651799201965,-0.07892436534166336,0.0,0.773300290107727,0.6110422015190125,-0.0794096365571022,0.0,0.6591529250144958,0.6231999397277832,-0.10421614348888397,0.0,0.6841167211532593,0.6508766412734985,-0.08544383198022842,0.0,0.7172166109085083,0.6506974697113037,-0.07238826155662537,0.0,0.7683865427970886,0.6986300945281982,-0.08912388980388641,0.0,0.6778827905654907,0.6913719773292542,-0.11103567481040955,0.0,0.6991798877716064,0.7088073492050171,-0.10066467523574829,0.0,0.7304758429527283,0.7122417688369751,-0.09127334505319595,0.0
